"","ERR479322","ERR479324","ERR479392","ERR479150","ERR479158","ERR479268","ERR478996","ERR479052","ERR479404","ERR479321","ERR479205","ERR479195","ERR479325","ERR479393","ERR478974","ERR479082","ERR479102","ERR479326","ERR478992","ERR479034","ERR479033","ERR479381","ERR479288","ERR479064","ERR479408","ERR479265","ERR479129","ERR479203","ERR479130","ERR479413","ERR479287","ERR479297","ERR478964","ERR479206","ERR479204","ERR478975","ERR479323","ERR479414","ERR479091","ERR479379","ERR478960","ERR478997","ERR478990","ERR479263","ERR479109","ERR479017","ERR479394","ERR479272","ERR479159","ERR479003","ERR479016","ERR479045","ERR478959","ERR479289","ERR479264","ERR478962","ERR479341","ERR479267","ERR479134","ERR479157","ERR479000","ERR479401","ERR479110","ERR479274","ERR479378","ERR479275","ERR479063","ERR479197","ERR479099","ERR479043","ERR479286","ERR479296","ERR479198","ERR479342","ERR479294","ERR479131","ERR479135","ERR479196","ERR479133","ERR479081","ERR479014","ERR479079","ERR479015","ERR479035","ERR478995","ERR479167","ERR478965","ERR479271","ERR478966","ERR479269","ERR479403","ERR479152","ERR479036","ERR479080","ERR479168","ERR479108","ERR479339","ERR478991","ERR479391","ERR479047","ERR479320","ERR478961","ERR478958","ERR479107","ERR479048","ERR479092","ERR479319","ERR479041","ERR479001","ERR479160","ERR479046","ERR478963","ERR479101","ERR479405","ERR479340","ERR479402","ERR479380","ERR479407","ERR479050","ERR479270","ERR479295","ERR479002","ERR479273","ERR479132","ERR479042","ERR479153","ERR479128","ERR479051","ERR478967","ERR479406","ERR479100","ERR479266","ERR478993","ERR479049","ERR479044","ERR479038","ERR479147","ERR479310","ERR479277","ERR479055","ERR479308","ERR479309","ERR479010","ERR479223","ERR479178","ERR479148","ERR479318","ERR479221","ERR479357","ERR479243","ERR479278","ERR479026","ERR479127","ERR479083","ERR479246","ERR479253","ERR479194","ERR479077","ERR479139","ERR479276","ERR479066","ERR479255","ERR479247","ERR479390","ERR479285","ERR479028","ERR479219","ERR479252","ERR479417","ERR479302","ERR479356","ERR479138","ERR479311","ERR479358","ERR479222","ERR479113","ERR479256","ERR479354","ERR479193","ERR478985","ERR479416","ERR479199","ERR479149","ERR479053","ERR479054","ERR479292","ERR479332","ERR479359","ERR479032","ERR479258","ERR479348","ERR479031","ERR479125","ERR479361","ERR479237","ERR479331","ERR479351","ERR479284","ERR479025","ERR479334","ERR479112","ERR479180","ERR479303","ERR479116","ERR479065","ERR479024","ERR479353","ERR479126","ERR479177","ERR479254","ERR479352","ERR479111","ERR479200","ERR479173","ERR479245","ERR478969","ERR479030","ERR479360","ERR479291","ERR479220","ERR479333","ERR479349","ERR479174","ERR479248","ERR479415","ERR479037","ERR479146","ERR479236","ERR479389","ERR479418","ERR479114","ERR478984","ERR479317","ERR479078","ERR479029","ERR479124","ERR479244","ERR479176","ERR479011","ERR479027","ERR479350","ERR479257","ERR479179","ERR479117","ERR479355","ERR479279","ERR479290","ERR479251","ERR479293","ERR479056","ERR479084","ERR479316","ERR479224","ERR479115","ERR479235"
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum",0,0,0,0,0,0,0,0,0,0,0,193870,0,0,204992,1510,0,0,0,0,0,38792,51090,0,0,0,0,0,0,210,0,0,0,0,0,187868,0,0,88,0,694457.999999999,0,0,0,0,0,0,17050,0,0,0,0,712220,0,85661.9999999999,0,20978,0,0,0,0,0,0,0,0,0,0,189596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,0,0,0,0,80794.0000000001,0,0,1576,380,0,0,39234,0,0,0,0,0,0,0,0,0,0,50928,0,0,0,0,0,1832,0,0,0,0,0,0,0,0,0,0,714798,0,0,0,0,0,0,38016,0,0,0,0,0,0,0,0,0,0,67676,0,0,0,47658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28056,0,0,0,0,0,0,0,0,0,0,0,0,43310,0,0,29968,0,0,0,0,0,0,0,0,36644,0,0,2706,0,0,0,0,0,23712,0,0,0,0,0,0,0,0,23320,0,0,0,0,0,0,0,0,0,0,0,32950,0,0,0,0,0,0,54708.0000000001,0,0,0,0,104498,0,0,0,0,210,0,0,0,0,0,2398,7094
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_ER4",0,0,0,0,0,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50466,10724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121358,0,0,0,0,0,0,17328,0,0,0,0,0,0,0,0,0,0,0,0,42256,0,0,0,31130,0,0,0,0,0,0,0,33718,0,0,0,0,0,0,0,0,0,0,6864,0,0,0,11778,0,0,0,440,0,0,0,0,0,0,3204,0,263382,0,0,0,4126,0,0,0,0,0,0,0,0,0,91228,0,0,0,30928,0,0,0,0,0,0,213382,0,0,0,4612,0,216080,0,0,0,0,0,0,0,0,290904,0,0,0,2592064,0,0,0,0,0,0,994,0,43126,0,0,0,0,0,0,0,867742,0,0,0,0,0,0,9558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37604,0,0,0,0,0,9290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13216,0,0,160406,0,0,0,0,26472,0,0,0,0,0,210338,0,0,0,0,0,0,863749.999999999,0,0,0,861077.999999999,0,0,0,0,0,328630,0,804113.999999999,0,0,0,5262,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bromii",0,0,0,0,14302,74618,0,0,0,0,1538810,0,0,0,0,0,0,0,0,1460262,0,0,0,0,1125980,0,0,0,0,41876,0,0,0,0,0,0,0,0,0,0,0,0,0,8470,0,0,126532,0,0,0,0,0,0,0,0,0,620662,0,0,0,0,1469646,0,1145344,0,0,0,0,1165180,0,0,0,0,0,0,0,0,0,0,0,0,3891746,1304844,1476448,0,212994,0,0,0,0,0,0,0,0,149752,0,0,0,0,0,79344,0,0,0,0,0,0,0,0,0,161556,0,0,1125776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998108,0,1134442,7854,0,0,0,0,0,0,0,0,0,0,0,4570,0,416266,317046,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99388,0,0,0,0,0,0,0,0,0,0,0,934,540866,0,0,0,0,0,0,0,0,0,18132,1076188,0,0,0,37558,405268,0,44258,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,2256972,0,0,0,0,0,0,0,0,0,0,0,42758,0,100438,0,0,0,0,0,0,0,0,0,1707190,449204,0,0,0,0,0,0,0,373146,0,377012,0,0,0,0,0,0,0,3354,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans",0,0,0,10472,0,0,0,0,0,0,25622,0,0,0,0,0,0,0,0,0,0,0,0,3610,5438,0,0,0,0,0,0,0,0,28396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,252,0,0,0,0,0,0,0,41718,0,0,0,0,0,0,0,0,30730,0,0,8772,5202,0,0,0,0,0,1218,0,642,0,0,0,0,0,0,0,0,0,0,0,10020,0,0,0,0,0,0,0,0,0,0,0,0,160,0,6440,0,0,0,0,0,0,0,0,0,0,0,0,9718.00000000001,0,0,0,40054,0,0,0,37162,19432,0,0,0,0,0,0,272130,0,0,0,40528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40114,3828,0,0,29390,0,0,0,0,0,0,59500.0000000001,0,0,0,0,0,6664,0,0,0,0,39082,0,0,0,0,0,0,0,0,0,0,0,17326,0,0,0,0,0,58742,0,0,0,0,0,0,0,0,0,36418,0,0,0,0,0,0,21022,0,0,0,37136,0,984,16478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103526,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_coprocola",49414,0,0,0,0,0,0,94908,0,0,0,1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,21390,0,0,0,54228,0,0,1568,0,0,0,0,0,0,0,0,0,0,0,189120,0,0,0,0,0,0,2546,0,0,34534,4820,0,742,0,0,888,0,0,0,0,1168,1124,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,34888,54782,0,0,0,0,0,0,0,0,0,0,0,0,195978,0,0,0,10844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4714,62548,0,0,0,0,0,85614,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,8220,221622,0,0,0,14918,0,0,0,7932,0,0,0,0,0,3968,0,0,0,0,0,0,0,10612,0,0,5074,0,0,0,18270,237182,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386170,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_AF16_15",0,0,0,0,0,0,0,0,0,0,78912,60650,0,54020,0,0,0,0,0,0,0,47746,0,0,0,0,0,79178,15770,30166,0,0,0,0,0,0,0,0,0,0,0,0,33870,23324,0,0,0,0,0,77960,0,0,8102,169780,26326,0,0,21480,0,0,78401.9999999999,0,0,5468,0,3904,166432,0,0,0,0,40530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19558,0,0,0,0,0,135898,0,0,0,0,0,0,0,0,0,0,0,0,79924,0,0,0,0,34164,0,0,0,0,0,0,0,73530.0000000001,0,0,0,0,0,0,0,0,0,21142,0,0,0,0,0,0,3096,18598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67622,0,0,0,0,0,0,0,101742,0,47698,0,0,0,0,0,46808,0,53368,0,35876,0,0,0,15046,0,0,0,0,0,0,0,0,36632,0,0,0,0,0,15590,0,0,0,0,0,0,164030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5056,3022,0,57316,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia",0,0,0,0,0,0,0,0,37462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20936,0,0,0,796,0,59152,0,0,0,0,0,0,0,35006,0,52498,0,0,0,0,21584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,0,0,0,0,6272,0,0,38138,0,0,0,0,0,0,0,0,0,0,0,0,52714,0,0,0,0,0,0,0,0,0,0,6866,6176,0,7136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86436.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28786,0,0,0,0,0,0,0,0,32526,0,0,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,20844,0,624,0,53412,0,107996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208442,0,22546,0,0,112428,0,0,0,0,0,0,0,0,17478,0,0,0,0,0,58598,0,0,18012,0,0,0,0,0,0,0,0,0,0,6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8618,0,0,0
"k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila",0,10438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23116,0,0,0,0,0,398,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,336860,0,0,0,0,0,0,0,0,139290,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441204,0,0,0,0,0,0,0,0,0,63488,0,0,0,0,0,0,0,0,0,0,0,0,0,55788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58628,0,337918,4674,0,123690,0,0,0,0,0,0,89326,0,130836,0,0,0,0,0,26622,0,0,0,0,0,122324,0,0,89112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187822,0,0,331202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117500,279056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4742,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis",0,0,0,0,0,0,0,144090,0,0,0,134622,0,0,0,0,0,0,244358,860676,895852,0,0,0,0,0,0,153030,0,41928,0,0,0,149274,142558,0,0,0,0,0,0,438874,0,0,0,102386,0,0,0,0,0,0,0,0,379424,0,0,0,851890.000000001,0,0,0,123054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62492.0000000001,5390,0,201104,0,0,0,0,118576,242444,0,306978,0,0,0,0,0,0,0,0,0,901686.000000001,0,0,0,0,95684.0000000001,234410,0,44898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298742,0,173496,0,0,186548,0,0,333570,0,0,0,0,0,0,0,0,0,7462910,0,125472,0,0,0,0,0,0,3172,0,0,0,0,0,0,7302046.00000001,0,0,0,0,0,0,215184,0,0,0,0,0,0,0,0,0,0,420358,0,221014,0,0,0,913370,51462,0,0,0,0,0,94905.9999999999,0,0,0,73454,0,0,0,0,0,162274,0,1946944,0,0,0,0,0,0,403820,0,0,0,0,0,0,0,0,0,308636,0,0,18056,0,227146,0,0,0,0,0,0,0,171858,0,0,0,0,198386,0,84427.9999999999,0,0,329882,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_fessum",0,0,0,0,0,0,0,0,0,0,0,49622,0,0,0,0,0,14718,118734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119524,0,1810,0,0,0,0,14458,0,85798,0,0,0,0,0,0,0,0,13742,0,0,0,0,0,0,0,0,0,0,0,51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50456,0,0,16930,0,1666,0,1934,0,117104,0,85385.9999999999,0,0,0,0,87408,0,0,0,13986,0,0,0,0,0,0,0,0,0,45536,26044,0,0,28040,0,3322,0,0,0,52387.9999999999,0,0,0,0,44094,0,0,0,0,0,0,0,62680,45536,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,552276,0,0,0,0,5308,0,3296,0,0,0,0,0,0,0,20306,0,0,0,0,0,0,0,0,0,0,0,0,0,10704,0,0,0,61656,0,0,0,0,796,112826,118314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15698,0,0,0,0,0,0,0,0,0,0,0,2858,5980,0,0,0,0,0,0,1014,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes",0,0,0,0,0,0,0,24478,0,0,0,123072,0,0,0,70655.9999999999,0,0,263926,0,0,0,131558,150130,164310,0,0,0,0,43778,0,0,0,0,0,0,0,0,0,0,0,0,267656,0,118370,163136,0,94264.0000000001,0,85940,0,0,0,126254,0,0,0,0,0,0,0,0,0,45332,163894,0,0,0,0,0,0,0,0,64196,0,0,0,0,0,0,174562,62570,0,0,0,0,0,0,0,0,0,0,0,0,39146,0,0,0,0,0,0,0,0,0,0,30962,0,0,0,0,0,0,3145236,0,37716,0,0,0,0,0,0,0,0,0,0,0,42614,0,99446,0,36314,0,0,0,0,23018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43346,0,0,0,0,0,0,0,0,0,0,0,273504,0,79331.9999999999,0,0,0,0,0,0,0,194054,0,0,0,21346,0,138560,0,0,993210,0,0,0,0,0,0,0,0,0,0,0,0,0,72938,0,0,2012,76822,0,0,1956366,0,0,2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30986,12592,0,0,0,0,143366,0,0,0,0,0,0,0,0,25388,0,0,0,0,0,0,0,27602,0,236,184736,402,0,0,17894,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_dorei",0,0,0,0,0,0,0,0,616450,0,0,396950,0,0,0,0,0,0,0,0,0,0,0,1570410,83666,0,0,0,0,0,0,0,138230,0,0,0,0,0,0,0,0,0,551752,0,0,0,0,0,0,86292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382264,0,0,78090.0000000001,0,381514,0,46172,0,0,0,0,0,0,0,0,0,0,0,0,0,141660,15286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,16622,0,0,0,0,0,0,1525118,0,50620,0,0,0,80766,0,0,1571800,134998,0,0,0,0,1532588,0,0,0,0,0,0,0,0,0,0,0,0,267452,0,0,88326.0000000001,0,0,0,0,0,0,0,688082,111872,0,0,0,0,0,0,0,0,0,0,0,0,0,18780,0,0,0,0,4356326,0,0,8796,0,236686,0,0,0,0,0,0,0,0,0,295602,0,0,1032016,0,0,0,0,0,0,0,0,0,0,0,0,0,399490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766680,0,0,0,0,0,0,0,0,0,34674,152092,0,2800932,0,0,0,3994870,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis",0,0,0,0,0,0,0,0,0,0,18702,0,0,0,3350,2846,0,50926,0,0,0,0,26274,0,0,0,0,0,0,492,29770,0,0,0,0,0,0,0,0,0,0,0,0,5120,0,0,0,0,0,69223.9999999999,0,2246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15274,6136,0,0,31344,0,6916,0,0,0,0,0,0,0,0,0,0,0,28872,0,0,0,0,4458,0,22516,7776,0,0,0,0,0,0,2284,0,0,0,0,1962,0,0,0,64948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21240,0,0,0,0,0,0,0,0,0,0,0,0,0,8622,0,0,0,158430,0,286364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9458,0,0,0,0,0,0,0,0,0,0,5192,0,138846,6976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80086,0,10472,0,0,0,0,0,75498,0,0,0,0,0,0,0,232868,29384,4472,0,0,0,0,0,27678,0,5512,0,0,0,0,0,0,0,0,88768,0,0,0,0,0,0,0,0,0,0,0,0,0,77158.0000000001,0,27104,0,0,0,0,8034,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii",0,0,0,0,0,0,43740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072,0,0,0,0,0,0,0,0,0,0,69832,0,52588,0,0,182,0,0,0,0,36576,0,17264,0,0,0,0,0,0,0,0,0,68784,0,0,0,0,56288,0,0,0,0,0,1454,0,0,0,0,0,0,0,0,3120,0,0,0,0,0,0,64,0,0,0,0,68814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136030,0,0,0,0,0,0,0,65946,0,0,9332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10994,0,0,6268,0,94896,18432,0,0,0,702914.000000001,0,11512,0,10202,0,0,0,0,11206,0,12528,0,0,0,0,0,0,0,34468,0,0,0,69154,0,0,0,0,0,0,0,0,0,0,0,3378,0,0,26926,174326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96949.9999999999,0,0,0,0,0,0,0,0,0,0,36850,0,197842,0,0,19736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22694,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus",0,0,0,0,0,0,0,0,0,0,0,106014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96401.9999999999,92525.9999999999,86720,0,0,0,0,4228,0,0,0,0,0,0,0,0,0,0,0,0,0,10806,0,0,0,0,0,0,0,0,18298,13838,0,0,64516,0,0,0,0,0,0,0,21316,0,0,0,0,0,0,71258,0,0,0,0,0,0,0,0,0,0,0,65352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14838,0,69974,0,0,0,0,0,0,0,0,176248,20922,0,0,0,0,0,0,0,94754,0,0,0,0,0,0,0,0,0,0,0,0,19144,0,0,0,0,25366,0,0,0,0,0,0,0,0,48554,0,0,0,0,0,0,119782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249618,0,0,0,0,0,0,0,0,0,0,51314,0,38430,0,0,0,91610,1882,0,0,0,0,0,3606,0,0,0,0,0,0,0,0,0,0,12120,0,0,0,0,0,0,0,0,0,49498,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium",0,0,0,0,0,0,220,2570,17628,0,0,0,0,0,0,0,0,0,0,0,0,0,10312,0,0,0,0,0,0,12132,0,0,31074,0,0,0,0,0,0,0,0,0,12964,0,0,0,0,0,0,0,0,0,0,11308,0,0,0,0,0,0,41302,0,0,4954,14690,0,0,0,0,6542,11320,9458,0,0,0,9180,0,0,1914,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,20700,0,0,0,0,0,0,0,0,0,0,0,0,0,41896,51940,0,0,0,0,0,0,0,0,0,12564,0,0,0,0,9704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24774,0,0,0,0,0,0,0,0,0,0,44550,0,0,0,9746,0,0,0,0,8356,0,0,0,0,0,0,0,0,880,0,0,0,0,0,0,0,0,0,27982,0,0,0,0,26736,0,0,0,0,0,0,11446,0,0,53018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10672,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,13486,0,0,0,0,48206,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_eligens",0,0,0,0,0,0,0,0,0,0,0,0,0,9496,0,0,0,0,0,683712,0,0,0,0,0,0,0,45054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139844,0,0,0,0,0,0,0,5146,590556,55910.0000000001,0,92012,0,0,32744,0,0,0,656938,8064,0,0,0,0,0,0,482112,0,0,0,0,0,0,0,0,0,0,0,0,295946,0,0,657732,0,0,0,0,0,0,0,0,0,0,0,0,7438,10038,0,37996,6038,0,0,31200,0,0,0,0,0,0,0,0,0,1174962,0,0,31380,0,0,0,4434,0,0,0,285058,0,0,0,0,0,0,0,0,0,0,0,0,0,36160,0,0,0,0,0,0,0,0,0,0,0,0,216754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246694,0,0,0,0,0,0,0,26588,0,0,0,0,133780,0,0,0,0,0,0,0,0,0,31144,0,0,455118,0,0,0,0,0,0,0,0,0,0,4490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117798,0,0,117088,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis",0,0,0,0,0,0,102706,0,0,0,236164,0,0,0,0,0,0,0,0,0,13758,0,0,0,87073.9999999999,0,546560,0,0,32798,0,0,0,237364,236010,0,0,28534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25022,0,0,0,0,0,18908,0,0,0,9012,81428.0000000001,119628,0,0,201296,0,0,0,0,0,0,0,321766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19034,0,0,0,0,0,0,0,0,0,0,0,18696,0,0,0,0,0,0,0,0,0,171256,112890,0,0,0,0,0,0,0,0,0,85638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161534,0,0,3782,0,0,0,0,0,0,425824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49614,43610,0,0,0,0,29724,0,0,0,0,0,48602,0,0,0,50546,0,0,0,5046,0,0,0,67942,0,0,0,0,0,0,0,64639.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31942,0,0,0,0,0,0,0,0,0,0,0,0,124462
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli",0,0,0,0,25500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6820,0,0,0,0,0,0,32410,1031820,0,0,186,0,34488,0,0,0,0,0,0,0,0,0,0,56106,0,0,93505.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67200,356258,0,0,0,0,29066,0,0,0,0,0,0,0,0,0,109878,3480,1544318,0,0,0,35248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703144.000000001,0,0,21344,0,0,240566,0,14666,0,0,11900,0,0,0,0,266022,12404,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459366,0,0,278016,0,33222,0,0,0,0,0,0,379080,52008,0,0,0,279540,0,0,0,0,0,0,9494,450250,3552102,0,0,0,0,14958,0,0,0,0,0,0,0,0,0,0,0,0,58180,0,0,0,0,0,0,0,0,0,524390,0,0,0,0,0,0,0,0,0,0,0,11782634,0,9300,0,0,217306,0,8020,0,0,0,0
