"","ERR479322","ERR479324","ERR479392","ERR479150","ERR479158","ERR479268","ERR478996","ERR479052","ERR479404","ERR479321","ERR479205","ERR479195","ERR479325","ERR479393","ERR478974","ERR479082","ERR479102","ERR479326","ERR478992","ERR479034","ERR479033","ERR479381","ERR479288","ERR479064","ERR479408","ERR479265","ERR479129","ERR479203","ERR479130","ERR479413","ERR479287","ERR479297","ERR478964","ERR479206","ERR479204","ERR478975","ERR479323","ERR479414","ERR479091","ERR479379","ERR478960","ERR478997","ERR478990","ERR479263","ERR479109","ERR479017","ERR479394","ERR479272","ERR479159","ERR479003","ERR479016","ERR479045","ERR478959","ERR479289","ERR479264","ERR478962","ERR479341","ERR479267","ERR479134","ERR479157","ERR479000","ERR479401","ERR479110","ERR479274","ERR479378","ERR479275","ERR479063","ERR479197","ERR479099","ERR479043","ERR479286","ERR479296","ERR479198","ERR479342","ERR479294","ERR479131","ERR479135","ERR479196","ERR479133","ERR479081","ERR479014","ERR479079","ERR479015","ERR479035","ERR478995","ERR479167","ERR478965","ERR479271","ERR478966","ERR479269","ERR479403","ERR479152","ERR479036","ERR479080","ERR479168","ERR479108","ERR479339","ERR478991","ERR479391","ERR479047","ERR479320","ERR478961","ERR478958","ERR479107","ERR479048","ERR479092","ERR479319","ERR479041","ERR479001","ERR479160","ERR479046","ERR478963","ERR479101","ERR479405","ERR479340","ERR479402","ERR479380","ERR479407","ERR479050","ERR479270","ERR479295","ERR479002","ERR479273","ERR479132","ERR479042","ERR479153","ERR479128","ERR479051","ERR478967","ERR479406","ERR479100","ERR479266","ERR478993","ERR479049","ERR479044","ERR479190","ERR479384","ERR479182","ERR479306","ERR479136","ERR479098","ERR479202","ERR479382","ERR479070","ERR479227","ERR479013","ERR479233","ERR479330","ERR479383","ERR479301","ERR479088","ERR479327","ERR479232","ERR479106","ERR479161","ERR479104","ERR479007","ERR479344","ERR479086","ERR479208","ERR479085","ERR479006","ERR479122","ERR479307","ERR479281","ERR479304","ERR479364","ERR479299","ERR479075","ERR479191","ERR479207","ERR479347","ERR479189","ERR479181","ERR479076","ERR479239","ERR479067","ERR479162","ERR479230","ERR479069","ERR479008","ERR479343","ERR479238","ERR479280","ERR479218","ERR479362","ERR479363","ERR479282","ERR479187","ERR479009","ERR479228","ERR479298","ERR479231","ERR479300","ERR479240","ERR479103","ERR479229","ERR479068","ERR479217","ERR479386","ERR479097","ERR479012","ERR479385","ERR479105","ERR479250","ERR479345","ERR479188","ERR479089","ERR479234","ERR479137","ERR479365","ERR479192","ERR479283","ERR479249","ERR478999","ERR479087","ERR479328","ERR479058","ERR479305","ERR479346","ERR479164","ERR479090","ERR479163","ERR479201","ERR479057","ERR479123","ERR479329"
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum",0,0,0,0,0,2012,0,0,0,15624,0,193870,0,0,204992,0,0,0,0,0,0,38792,0,57092,0,0,0,0,4102,0,49874,0,2484,0,0,0,0,0,0,0,0,0,0,81740,0,131964,0,0,0,0,130228,0,0,0,0,0,0,0,0,0,0,85338.0000000001,0,0,36688,0,39410,0,23312,111504,49244,23312,0,20946,0,0,0,0,18594,0,0,0,0,0,0,0,0,0,2290,0,80794.0000000001,0,0,0,380,0,0,0,0,0,0,724578,0,0,0,0,0,0,50928,0,0,0,0,0,1832,0,0,0,0,22168,0,54120,0,19464,113228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204956,0,656,0,0,0,0,24530,0,0,0,0,0,3692,0,44,0,0,0,0,91311.9999999999,0,0,5480,0,0,574,0,0,0,0,0,0,0,0,0,0,0,2986,0,17410,0,0,0,0,0,0,0,0,0,1408,0,200634,0,0,0,0,0,0,0,93376,0,0,0,0,0,0,0,0,61736,0,0,0,0,198972,0,0,0,0,0,0,0,16412
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_ER4",0,45818,0,0,0,0,0,0,0,43204,0,0,0,0,0,0,0,0,0,0,0,0,0,50466,0,0,0,0,0,9820,0,0,0,0,0,46080,45052,0,0,0,238680,0,0,0,0,0,0,130264,0,0,0,0,0,0,0,0,0,0,0,0,22284,0,0,0,0,0,0,0,0,0,0,0,0,0,33718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11778,0,0,0,0,3852,37960,0,0,0,0,0,261730,0,0,0,404,0,0,0,0,0,0,0,0,5610,0,0,0,215120,0,30928,17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22764,0,0,0,0,0,0,0,0,0,0,0,0,0,48308,0,0,59762,25352,0,34666,9802,0,0,0,0,312570,0,599200,0,0,0,0,50586,0,0,0,6844,0,0,0,0,0,0,25998,0,0,0,0,0,0,0,193580,56388,11184,0,0,0,46756,0,0,0,4630,0,0,0,4928,0,0,0,0,0,0,29034,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bromii",0,0,521960,1301004,0,0,0,0,0,166,0,0,0,0,515536,0,0,0,0,0,0,0,0,0,1125980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8470,0,0,126532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693417.999999999,0,0,0,0,0,1298806,0,1304844,0,0,212994,1021408,562048,1005298,0,0,1305998,0,0,149752,0,0,0,0,0,0,413314,416288,748748,0,0,0,0,0,0,0,0,0,0,0,0,147100,0,0,561116,0,0,567454,0,0,0,0,0,0,0,0,7854,0,0,0,0,0,0,0,0,0,58378.0000000001,0,0,0,0,39692,0,0,0,0,0,0,0,0,138610,0,0,0,0,10098,1470,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,273730,0,0,774676,0,0,0,0,0,0,0,43180,0,0,0,0,0,0,191682,0,0,0,0,0,0,311252,11588,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,59900,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans",0,0,0,0,0,0,0,0,0,0,25622,0,21394,0,0,7786,0,0,0,0,0,0,0,3610,0,0,0,0,75112,0,1360,0,2338,0,0,0,9838,0,0,0,0,0,42598,0,0,0,0,0,0,0,6022,0,0,0,0,0,0,0,0,0,0,252,0,7238,0,0,0,0,0,0,0,0,0,0,0,0,32926,0,0,0,0,0,0,0,0,1470,0,0,0,0,0,9260,0,7474,0,0,0,0,0,0,2334,0,0,0,0,0,0,0,0,0,0,0,0,6844,0,0,0,0,0,0,0,34058,9162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28584,0,0,14972,0,0,0,0,109714,0,3114,0,0,0,30774,0,0,0,0,0,0,21702,0,0,0,1944,0,0,0,0,0,48540.0000000001,0,1190,0,0,0,51392,0,0,0,19692,0,0,0,0,0,0,0,6222,0,0,0,18952,0,0,0,0,0,0,0,0,0,0,0,0,0,4304,0,0,0,0,8650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3478
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_coprocola",49414,57484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9838,0,0,3680,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,0,94881.9999999999,0,209474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2546,0,0,0,0,0,0,0,0,0,0,0,0,3540,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,23024,0,21732,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,3870,195978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4654,0,6112,0,0,0,0,0,0,0,0,0,5636,94622,240658,0,0,0,23190,0,0,0,0,23216,11352,0,0,0,7508,4480,0,0,0,0,254332,0,0,0,0,0,0,0,0,0,0,28384,0,6074,0,0,0,0,0,0,0,0,0,0,0,22970,0,1574,0,0,10274,0,0,0,0,0,0,4886,13948,0,0,0,0,0,0,0,2852,0,83040,0,0,0,0,0,0,0,8542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis",11902,0,0,0,0,0,0,0,0,11042,0,0,0,0,0,43302,0,0,0,0,0,0,0,398132,0,0,0,0,0,0,0,0,0,0,0,0,0,5604,0,0,0,0,0,2496,0,38908,0,16274,0,0,37028,0,0,0,0,0,0,0,0,0,0,0,0,0,37878,0,0,30870,22710,0,0,0,0,0,143790,0,5320,0,0,0,0,0,0,0,0,0,0,0,11334,0,0,0,0,0,0,0,0,0,0,0,0,1716,0,1344,0,0,0,0,0,0,0,0,0,0,0,0,33324,0,0,0,127638,0,0,0,31440,13260,0,45920,0,0,0,0,0,0,0,0,24688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5894,19472,0,0,5340,0,0,0,0,0,0,6888,2894,0,0,0,0,0,0,0,0,0,3328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5454,0,0,0,0,0,0,0,0,0,23364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_AF16_15",0,0,0,0,0,0,0,0,0,37478,0,0,0,0,14890,0,0,0,0,0,0,47746,0,0,37254,24414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148410,0,53158,0,0,0,0,0,8102,169780,0,0,0,0,0,0,0,0,150834,0,0,3904,166432,0,0,0,0,0,59872,0,0,17616,0,0,0,0,0,30270,0,0,0,0,83245.9999999999,204206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23684,0,0,0,0,0,0,0,0,0,0,0,0,108784,0,0,0,203184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196414,0,0,0,0,0,0,0,14878,26512,0,0,325838,0,0,5292,0,0,0,0,0,0,0,0,0,0,5288,38540,27934,0,0,0,0,0,0,0,0,0,113052,83408,0,0,0,138054,0,0,0,260484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4004
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia",0,0,0,39316,5374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24630,0,0,0,0,0,20936,0,19870,0,796,0,0,0,0,41476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36958,0,0,6952,0,0,0,0,0,0,0,0,0,0,13026,0,0,0,0,876,0,0,0,0,0,0,0,6926,0,0,0,0,38138,1516,0,0,0,0,39224,38412,0,0,82,0,452,0,0,2884,0,0,39010,0,0,760,0,0,6866,0,0,0,0,0,0,0,0,0,81452,0,0,0,30766,0,0,0,0,0,0,0,0,4678,57840,0,0,0,0,482646,0,0,0,0,0,0,0,3356,0,0,0,0,0,0,0,0,0,1266,0,0,0,0,0,15222,0,15208,0,0,24542,0,33864,0,0,0,11572,460358,0,0,0,0,0,4118,16032,0,0,0,0,0,0,0,0,0,8460,0,0,0,0,0,0,3438,328,0,0,0,0,0,0,0,21886,0,0,0,0,0,0,0,6214,552610,70329.9999999999,0,19974,0,0,0,20682,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis",0,0,0,0,896837.999999999,0,0,0,0,0,135252,0,0,0,0,5950,0,1189482,0,0,0,17794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438874,0,0,0,0,0,0,922340,50926,0,0,0,0,0,0,41486,0,0,927428,46244,248146,123054,24222,0,0,0,0,0,0,0,0,0,0,0,7938,0,0,880340.000000001,0,0,0,0,0,0,0,61091.9999999999,311998,0,0,0,0,853395.999999999,0,44498,0,118576,0,0,0,516718,0,0,0,0,54286,0,0,0,901686.000000001,300404,0,96594,0,0,0,18750,44898,0,0,30778,0,0,0,0,0,0,149134,0,0,0,0,0,0,0,0,0,0,0,0,372928,0,0,4696,0,0,0,341470,0,0,5314,599600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257524,0,0,47842,0,0,0,0,0,0,0,57958,5644,0,101088,0,0,0,0,195374,0,0,0,58506.0000000001,0,0,0,0,0,0,3146,0,124880,0,0,189038,0,0,0,0,0,0,0,203588,0,0,0,0,0,0,0,0,1030020,295062,62880,0,0,16134,61166,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_fessum",0,0,3616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5648,0,31738,0,14232,57542.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,5544,0,119524,0,0,0,0,0,0,0,0,0,0,0,14534,0,0,0,0,0,13742,0,0,60,0,0,0,0,0,0,0,0,0,0,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666,7356,0,0,0,0,85385.9999999999,0,0,0,0,87408,0,23552,0,0,0,88304,0,0,0,2936,0,0,3680,0,0,3400,0,28040,0,3322,0,57768,0,52387.9999999999,0,0,0,0,0,0,0,0,0,0,75710,0,0,0,0,0,0,31434,0,0,46494,3002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50294,0,0,0,0,0,0,0,0,0,954,0,0,0,0,0,38950,0,0,0,0,112,0,8138,348028,0,0,0,0,7814,0,0,0,0,0,59362,0,0,0,0,1798,0,0,0,0,0,0,30598,0,0,6672,0,231550,0,0,0,0,0,0,299512
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes",0,0,0,0,0,0,0,24478,0,0,0,123072,0,72878.0000000001,0,0,3150214,0,0,0,0,0,131558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652,0,0,0,0,45332,0,0,0,132690,0,79072,130110,0,0,0,0,0,1344,0,2548,0,0,0,0,0,0,0,0,0,0,0,290556,179328,0,0,0,115346,0,0,0,0,0,0,448290,0,0,0,0,0,0,0,11582,0,0,0,0,0,0,0,29210,0,0,0,98285.9999999999,0,0,0,42614,0,0,0,0,0,0,26436,0,0,0,79269.9999999999,0,0,0,0,0,0,115074,157848,89164,0,0,0,0,0,0,110674,0,112810,0,0,0,21368,0,0,74156,0,0,0,0,237366,0,0,0,97580,0,0,0,0,0,0,0,0,104880,0,0,0,110248,0,0,0,428520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69256.0000000001,0,0,0,0,2752,307828,0,62044,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens",0,0,0,0,0,0,0,0,218330,0,0,0,0,6698,0,0,550460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133034,0,0,0,0,24524,0,0,82514,0,0,0,0,0,0,0,0,0,0,0,31380,0,0,0,0,0,0,233714,0,0,0,0,0,0,135366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141278,0,136720,0,0,0,0,0,0,0,0,0,0,101726,0,0,0,0,0,0,0,0,0,0,0,0,549552,0,0,0,0,0,64894,0,0,0,0,0,0,0,0,0,132416,0,0,32468,0,66472,0,0,0,0,0,0,0,1669578,0,0,0,0,150850,0,251182,0,0,334022,0,0,0,29422,0,0,0,0,0,0,0,0,0,106026,0,0,0,0,0,0,21410,0,260490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84065.9999999999,0,108584,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,109472
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_dorei",0,0,0,0,0,0,0,0,0,0,0,396950,0,0,0,55946,0,0,535168,0,0,0,79624,0,83666,0,0,0,0,0,0,47234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48916,0,0,86292,0,63850,0,0,0,17144,0,0,0,0,89604,0,0,0,0,0,0,0,2546702,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622839.999999999,0,0,0,0,1010,0,540580,0,0,0,0,0,0,0,38442,4000,0,0,0,0,0,0,0,0,0,0,0,0,3861910,0,0,0,0,0,0,0,0,134998,86380,2488806,0,541616,1532588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,64996.0000000001,0,0,0,0,370534,0,0,475332,44052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465818,0,471696,0,278344,0,0,0,0,0,0,365166,0,0,0,98449.9999999999,315950,69238.0000000001,0,0,0,0,7380,0,0,0,0,0,0,0,0,0,0,0,0,55720,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4460,8482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3190,0,0,0,0,0,0,0,0,0,0,0,0,0,69223.9999999999,0,0,0,0,0,0,0,0,0,0,69552.0000000001,0,0,0,0,0,0,6136,0,27160,0,0,0,0,0,0,0,0,0,0,0,2478,0,10548,0,5366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32212,0,0,0,0,0,64948,0,0,0,0,0,0,0,0,1112,0,24144,0,0,0,0,0,0,0,10222,0,0,0,6818,0,9556,0,0,2838,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,0,0,5472,0,0,0,15708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22978,0,0,0,0,0,0,0,1366,0,18328,2920,5702,0,0,7818,0,0,0,0,0,0,0,0,0,0,0,22208,0,0,37908,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii",0,0,0,0,60353.9999999999,0,43740,52782,0,0,0,0,0,0,0,1312,0,0,32916,0,0,0,0,0,0,68108,0,0,0,0,0,0,69832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98952,0,0,20990,0,0,26222,0,0,0,17566,0,0,0,0,0,794,0,0,0,0,0,0,0,3330,0,0,0,0,0,0,0,0,0,0,0,0,48964,0,0,0,0,15672,0,0,70886,0,1922,0,0,0,0,0,0,134232,0,17976,0,0,0,0,0,0,65946,0,0,0,5334,0,440,0,0,0,0,0,0,0,0,0,0,0,0,8848,0,0,35682,0,0,0,0,0,0,0,90328.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4044,0,0,0,0,0,17100,0,13082,0,19644,0,0,0,0,0,0,0,0,0,0,0,0,18618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73652,0,0,0,0,0,58816,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium",0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,0,0,488,714,0,1186,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,10830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28088,0,0,0,32916,0,7950,0,0,80898,0,0,0,0,0,0,0,0,77693.9999999999,0,0,0,0,99128.0000000001,0,30980,75870.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57527.9999999999,0,0,0,0,0,0,0,0,0,0,29954,0,0,0,0,4922,0,0,0,31216,0,0,0,0,0,0,1740,51170,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120938,0,0,68303.9999999999,0,55576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69612,0,34690,0,0,0,0,0,49896,0,0,0,0,0,0,0,3320,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus",0,0,0,21364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5360,0,0,0,0,0,85731.9999999999,343732,0,0,0,96401.9999999999,92525.9999999999,0,0,0,1398,0,0,0,0,0,0,0,71722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14050,0,0,0,0,0,0,0,0,0,0,20214,0,4564,0,350304,0,0,0,0,0,71258,0,0,0,0,0,0,0,0,0,0,0,65352,19244,0,0,0,0,0,0,0,0,0,68386,0,6458,0,0,0,0,58351.9999999999,0,70140,0,0,0,0,0,0,20922,0,0,0,0,15750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21790,0,0,2818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176522,0,0,31878,0,24454,77000,4804,0,0,78760,0,32868,0,19070,0,0,0,0,38712,0,4560,0,0,0,0,0,112932,0,29848,0,0,0,72938,0,0,0,0,0,0,0,0,0,0,0,181564,0,1588,26836,15336
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84484.0000000001,0,0,0,0,0,0,0,0,0,0,168308,139488,60069.9999999999,194246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15388,0,0,0,0,0,0,0,0,50250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5176,26390,69504,0,0,0,0,32314,0,0,0,0,0,0,0,0,0,0,0,0,0,14618,0,0,0,0,0,132198,0,0,0,220532,0,0,242292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2626,0,202172,0,0,0,0,43602,0,0,0,113372,415922,0,0,81565.9999999999,0,0,0,0,31760,0,0,0,0,0,0,0,0,0,0,4086,0,85072,0,0,0,0,307786,0,0,0,20078,0,0,0,0,209154,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_soehngenii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,36340,0,0,0,0,0,0,17198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2366,0,3652,0,0,0,1498,0,0,582232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134,1456,0,0,0,0,0,354,0,0,0,32826,0,0,0,0,4354,0,0,0,0,0,0,0,0,0,0,0,0,0,3578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386,0,0,0,0,0,170484,34106,0,0,0,0,0,0,0,0,2836,11686,7978,172174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82122,0,0,3090,0,0,0,0,0,0,0,32134,0,0,0,0,0,0,8470,0,0,0,0,0,0,0,0,0,0,0,0,0,697518.000000001,0,0,0,0,0,0,0,0,7050,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56934,0,0,0,0,0,0,0,0,0,0,536,0,0,0,8284,0,0,0,0,0,2826,0,0,0,56442.0000000001,0,0,0,6134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70746,0,0,0,0,0,0,0,0,0,0,18428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86720,0,0,0,0,0,0,0,18000,0,0,0,0,8798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339484,0,0,0,0,0,0,0,42362,19034,5982,0,73698.0000000001,0,0,0,0,0,0,0,0,0,0,252394,0,0,0,42056,0,0,20118,0,0,0,0,0,0,0,0,0,17658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44152,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_glucerasea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,58690,0,0,0,0,0,0,8158,0,0,0,7336,1802,0,0,0,0,0,0,0,0,0,0,0,0,6058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9928,0,0,0,0,18614,0,0,0,0,0,0,0,0,0,0,0,0,712,0,0,0,0,0,0,0,0,0,20312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84490,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,2896,0,12488,0,0,13298,0,0,0,0,0,0,0,0,0,0,0,0,26618,0,25394,0,49672,0,0,0,130824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133006,0,0,0,15316,0,0,0,0,0,0,0,0,0,0,0,906,0,0,16902,0,0,0,0,0,201044,0,0,0,0,0,2176,0,0,0,0,12722,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31074,0,0,0,0,0,0,0,0,0,12964,37988,0,0,0,0,0,0,0,0,0,11308,0,0,0,0,0,0,0,0,0,0,0,5698,38552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16426,0,0,0,0,0,0,0,194,16378,7182,0,0,0,0,6628,0,0,0,0,3728,0,0,0,0,0,20700,42858,0,0,0,0,10456,0,0,0,0,0,48326,0,0,0,1844,0,9370,0,2120,0,0,0,38070,12564,0,0,7126,0,0,0,25800,0,0,0,0,0,0,0,0,0,6960,0,0,0,0,0,0,0,0,0,0,0,0,91320,7834,0,8148,0,0,0,0,0,0,0,0,32988,0,0,0,11112,78276.0000000001,30678,0,0,71634,2890,0,0,0,0,0,0,0,3890,0,0,0,0,0,0,15564,0,0,24426,0,0,0,0,0,0,0,2642,0,70282.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,69616,61082
